text,topic
Треть крупнейших российских компаний пренебрегают защитой веб-сайтов от DDoS-атак,technology
Минцифры и Минфин обсудят налоговые ставки для IT-отрасли,technology
Российская таможня откажется от оборудования американской Cisco к 2025 году,technology
На замену Telegram для чиновников потратят еще почти 1 млрд рублей,technology
Евросоюз ввел санкции против Positive Technologies,technology
Траты россиян на мобильные игры в крупнейших магазинах приложений упали втрое,technology
Доля маркетплейсов с внедренными чат-ботами достигла 75%,technology
«Яндекс» изменил планы по развитию сервиса Crowd,technology
Ведомствам упрощают процедуру закупок софта,technology
Роскомнадзор не сможет изымать оборудование у владельцев рекомендательных сервисов,technology
В App Store появился браузер «Луна»,technology
Объяснена важность искусственного интеллекта для туризма,technology
Продажи российского софта в рознице выросли в 6 раз,technology
Евгений Касперский сравнил глобальных ИТ-вендоров с вымирающими динозаврами,technology
«Ростелеком» готовит к запуску венчурный фонд,technology
Почти половину всего трафика в рунете в 2022 году генерировали боты,technology
Доступ венчурных фондов к господдержке могут ограничить,technology
Основатели «МойОфис» и F+ tech и бывший вице-губернатор Петербурга создали инвестфонд,technology
Совместимость с двумя российскими операционками станет обязательной для отечественного софта,technology
Что будет с попавшими в сеть данными клиентов Gloria Jeans и других российских компаний,technology
Для венчурных инвесторов подбирают налоговые льготы,technology
Российская промышленность хочет заменить софт Siemens и GE,technology
Переход на российское ПО обойдется «Аэрофлоту» в 10 млрд рублей,technology
Мишустин поручил выделить 11 млрд рублей на развитие индустриального софта,technology
Робота-помощника с портала госуслуг добавят на региональные ведомственные сайты,technology
Мишустин раскритиковал «пассивность некоторых крупных промышленников» в импортозамещении ИТ,technology
Биометрические проверки начнут защищать от дипфейков,technology
Правительство объявит о создании индустриальных венчурных фондов,technology
Мини-ЦОДы могут занять треть рынка и появиться рядом с каждым домом,technology
"«Мойофис» обсуждает с «Яндексом», VK и «Сбером» внедрение алгоритмов ИИ в офисный софт",technology
"«У государства нет явной риторики, что надо покупать российское и легальное»",technology
Разработчик софта для киберклубов Langame вышел на рынок ОАЭ,technology
«Росатом» купил 100 000 лицензий российского аналога Microsoft Office,technology
Половина российских компаний не смогла продлить лицензии на иностранный софт,technology
Первый российский веб-сервер внесен в реестр отечественного ПО,technology
"Рынок киберспортивных клубов вырос в 1,5 раза за три года",technology
Минцифры готовит законопроект о принципах определения критичности инфраструктуры,technology
Пользователи иностранного ПО профинансируют льготные IT-кредиты,technology
Нейросетевые игры: как гейм-индустрия в России экономит с помощью ИИ,technology
Телевизоры с умными помощниками от «Яндекса» и «Сбера» нашли аудиторию,technology
VK займется строительством собственных ЦОДов в Москве и Санкт-Петербурге,technology
На подготовку кадров для сферы беспилотников потратят почти 60 млрд рублей,technology
«Сбер» вносит собственную ОС в реестр отечественного софта,technology
VK разрабатывает свой аналог Tinder,technology
«Яндекс» отказался от бесплатной электронной почты для бизнес-клиентов,technology
В России готовятся запустить сеть выставочных центров для компаний по кибербезопасности,technology
«Аэрофлот» начал переходить на российскую систему хозяйственного учета от 1С,technology
Российский софт в госструктурах впервые стал популярнее зарубежного,technology
"«Авианосец очень сложно разгоняется, но и очень сложно тормозит»",technology
РПЦ призвала запретить ИИ с человеческим лицом,technology
Минцифры и ФТС планируют закрыть доступ к данным об импорте электроники,technology
HSBC заметил украинские санкции,technology
Российские IT-компании нарастили выручку после ухода конкурентов,technology
Зарубежные игровые издатели начали отказываться от русского языка в новых играх,technology
«Сбер» начал переходить на ноутбуки собственного бренда,technology
Google внедрит искусственный интеллект в свой поиск,technology
Илон Маск взялся за искусственный интеллект,technology
Дата-центры могут получить официальный статус,technology
Binance на грани провала,technology
"«Наступает эпоха, когда мир будет копировать китайские разработки»",technology
Университеты отчитаются об исследованиях в сфере видеоигр,technology
В России появился венчурный Фонд суверенных технологий,technology
Банки и маркетплейсы столкнулись с трехкратным ростом частоты sms-атак,technology
«Дочка» МТС создала платформу для поиска сообщений об утечках в даркнете и Telegram,technology
Браузер Atom от VK включен в реестр отечественного ПО,technology
Аренда ЦОДов в Петербурге подорожала на 25%,technology
В России создается еще одна ассоциация разработчиков видеоигр,technology
VK продала Virtus.pro за 174 млн рублей,technology
1C собралась выпускать свои игры на VK Play,technology
«Роскосмос» превратит свои планы в видеоигру,technology
У интернет-ритейлера «Онлайн-трейд» остался один владелец,technology
Спрос на специалистов по ChatGPT вырос в 13 раз,technology
Ювелирная сеть Sunlight разрабатывает свой аналог Tinder,technology
«Вконтакте» будет зарабатывать на блогерах и полгода платить их налоги,technology
«Связной» начинает банкротить сам себя,technology
VK станет более российской,technology
Компании стали предлагать IТ-специалистам более низкие зарплаты,technology
Возрастной порог для льготной ИТ-ипотеки понизят с 22 до 18 лет,technology
Слив исходных кодов «Яндекса» может повлиять на работу алгоритмов,technology
Софту на базе открытого кода могут усложнить путь в реестр Минцифры,technology
Санкции против программистов-удаленщиков будет непросто реализовать,technology
«МойОфис» заключил контракт на продвижение бренда с Ильей Ковальчуком,technology
My.Games выделила российский бизнес и ушла из России,technology
VR- и AR-софт добавят в классификатор российского ПО,technology
"«Не могу придумать лучшей бизнес-идеи, чем биткойн»",technology
Почему соцсети теряют популярность у инвесторов,technology
«Ростех» может лишиться контроля над разработкой технологий 5G и LTE,technology
Спрос на комплектующие для компьютеров и ноутбуков вырос в несколько раз,technology
Правительство решило закрыть лазейку для закупок иностранного ПО,technology
Продажи новых iPhone обрушились в 4 раза по сравнению с прошлым годом,technology
Минцифры скрыло реестр аккредитованных IT-компаний,technology
Softline оценил российский бизнес в $1: какие перспективы у бумаг,technology
Отечественный движок для игр решили разрабатывать на частные деньги,technology
Мошенники начали продавать поддельные дипломы IT-специалистов для отсрочки от армии,technology
IT-компании на рынке госзаказа попросили отсрочку от мобилизации для всех сотрудников,technology
«Лаборатория Касперского» планирует продавать защищенную ОС в ОАЭ,technology
"ГК «Астра» получила льготный кредит в 3,8 млрд рублей на адаптацию операционной системы Astra Linux",technology
"Evraz, ПФР и пять интеграторов обратились в суд с претензиями к Dell",technology
Бизнес готовится судиться с российскими дистрибуторами из-за санкционного софта,technology
НТВ могут вернуть часть НДС российского подразделения Google,technology
Минцифры предложило дать IT-компаниям региональные налоговые льготы,technology
Российские компании столкнулись с риском дефолтов из–за приостановки торгов на бирже,technology
Программистам дадут отсрочку от армии для защиты от западных санкций,technology
Третий пакет поддержки IT-отрасли может дать налоговые льготы маркетплейсам и агрегаторам,technology
"Google, Meta и Telegram грозит запрет рекламы в России",technology
Почему Фил Спенсер не хочет возглавить Microsoft,technology
"Unity покупает студию, создавшую спецэффекты для «Властелина колец» и «Аватара»",technology
Как неудачное лекарство сделало Джонни Буфархата миллиардером,technology
В РСПП предложили создать нацпроект для решения проблемы с кадрами,economy
Глава Минцифры предложил создать платформу мониторинга противопожарной безопасности,economy
На реновацию Центра подготовки космонавтов выделят более 5 млрд рублей,economy
Стали известны победители премии «Ведомости. Импульс»,economy
Как Путин открывал новый участок скоростной трассы М-12 от Москвы до Арзамаса,economy
Минфин предложил ограничить расходы регионов на выплаты по ГЧП и концессиям,economy
Малый бизнес получил господдержку на 770 млрд рублей в 2023 году,economy
Минэк оценит эффективность льгот для резидентов российских офшоров,economy
Минэк оценил реализацию госпрограмм,economy
Эксперты назвали три нерешенные проблемы топливного демпфера,economy
Дорожным строителям хотят установить порог по импортной технике,economy
На ПМЭФе представили систему обратной связи регионов с инвесторами ЦУР «Бизнес»,economy
10 самых «весомых» ПМЭФ по заключенным соглашениям,economy
Эксперты совета при президенте раскритиковали новый механизм переезда в САРы,economy
Власти решили расширить возможности единого ресурса сведений о россиянах,economy
В Госдуме предложили ЦБ разработать стратегию поддержки трансформации экономики,economy
27 госкомпаний решили начать «выращивать» поставщиков из сектора МСП в 2023 году,economy
О чем говорили на пленарном заседании Красноярского экономического форума,economy
Минэк разморозил главный инвестрежим после почти двухлетней паузы,economy
Решетников предложил усилить роль государства как инвестора последней инстанции,economy
В российских регионах становятся популярными концессии без привлечения частного капитала,economy
Минфин предложил смягчить требования для господрядчиков бюджетных строек,economy
«Мегапроект должен быть в стране. Безоговорочно»,economy
СП обнаружила признаки коррупции при строительстве нового шелкового пути,economy
Эволюция утилизации,economy
Пандемия не затронет планов строительства дорог и метро в Москве,economy
Счетная палата раскритиковала дорожные концессии,economy
Правительство запускает механизм защиты капиталовложений,economy
Правительство планирует триллионную эмиссию инфраструктурных облигаций,economy
России предсказали новый инвестиционный кризис,economy
Власти пока не нашли 48 млрд рублей на строительство моста через Лену,economy
Развитие городов пойдет по новым правилам,economy
Счетная палата объяснила причину плохих дорог,economy
Правительство выплатит кэшбэк за туры по России,economy
Национальные цели стали доступнее,economy
Полиция считает невыполнимым поручение Путина о снижении смертности в ДТП,economy
Путин отложил срок реализации нацпроектов,economy
Вирус гонит россиян в деревню,economy
Госкомпания «Автодор» готовится к реформе,economy
Власти запустили пятый участок ЦКАД – от Можайского до Новорижского шоссе,economy
Просроченные продукты могут разрешить перерабатывать в корма и удобрения,economy
«Дорог нужно строить больше»,economy
Архангельская область расторгла соглашение о полигоне для мусора из Москвы,economy
Компании ВЭБа и Ротенберга могут без конкурса получить госконтракты на 140 млрд рублей,economy
Трассой из Москвы в Казань заинтересовался Нацпроектстрой ВЭБа и Аркадия Ротенберга,economy
Москва пока отказывается от программы «Моя улица»,economy
"Еще 25 мусоросжигательных заводов построят «Ростех», «Росатом» и ВЭБ.РФ",economy
Борис Титов предлагает помогать не только компаниям пострадавших отраслей,economy
Власти Сахалина отложили строительство дорогого культурного центра,economy
Мусорные операторы получат из бюджета компенсацию 20% их выручки,economy
Власти Сахалина решили потратить 21 млрд рублей на гигантский культурный центр,economy
Власти стали проводить больше закупок в режиме ЧС,economy
Мусорные операторы уже несут потери из-за самоизоляции населения,economy
Инвесторы дождались механизма защиты их инвестиций,economy
Мусорные операторы опасаются роста неплатежей из-за коронавируса,economy
"Правительство выделит 7,5 млрд рублей на аппараты для больных коронавирусом",economy
Правительство поддержит кризисные отрасли и население,economy
«Мостотрест» получит контракт на строительство дороги к Крымскому мосту,economy
Минэкономразвития подготовило реформу процедуры банкротства,economy
Правительство подготовило план поддержки экономики из-за коронавируса,economy
Инвестиционные проекты могут остаться в 2020 году без денег,economy
Расходы регионов на инфраструктуру резко выросли,economy
Государству не удается привлечь частные инвестиции в нацпроект «Экология»,economy
Мост на Сахалин превращается в проект для геополитических задач,economy
Бизнес не получит миллиарды из-за отмены Петербургского экономического форума,economy
ПМЭФ-2020 отменили из-за коронавируса,economy
Южнее Москвы может появиться платный дублер МКАД,economy
Правительство хочет подключить ФТС и ФНС к сбору данных о загрязнителях,economy
Власти начинают строительство трассы из Краснодара к Крымскому мосту,economy
"Национальный центр ГЧП оценил риски казны от концессии в 1,1 трлн рублей",economy
Счетная палата обратила внимание на подорожание трассы Европа – Западный Китай,economy
Проект закона о защите инвестиций не будет определять правила господдержки для всех,economy
Минпромторг просит госкомпании поддержать российскую радиоэлектронику,economy
Правительство вывело концессии из-под действия законопроекта о защите инвестиций,economy
Правительство начнет цифровую трансформацию с себя,economy
Правительство из-за коронавируса перенесет сроки инвестфорума в Сочи,economy
Структура «Ростеха» начала собирать пластиковую упаковку в фандоматах,economy
Систему оплаты проезда по подмосковной ЦКАД создаст структура Игоря Ротенберга,economy
Численность населения России снова сократилась,economy
Реновацию могут запустить по всей России,economy
СПГ станет основным грузом на Северном морском пути к 2035 году,economy
Чиновники готовы решить проблемы блокировки счетов и «мертвых акционеров»,economy
Прямые иностранные инвестиции вернулись на стабильный уровень,economy
Консорциум с участием «Ростеха» построит мост через реку Лену в Якутии,economy
Зачем Мишустин хочет реформировать систему социальной поддержки,economy
Инфраструктура в Шиесе для приема мусора из Москвы признана незаконной,economy
Путин открыл железнодорожное движение по Крымскому мосту,economy
Минфин не готов исключить концессии и ГЧП из-под регулирования проекта о защите инвестиций,economy
Благоустройство Москвы в этом году оказалось дороже Крымского моста,economy
Азиатский банк инфраструктурных инвестиций одолжит России $500 млн,economy
Оператора мусорной реформы может возглавить экс-куратор космодрома «Восточный»,economy
Регионам предложили расплатиться за мусор,economy
Минэкономразвития ищет новые способы привлечь инвестиции в экономику,economy
Судебные приставы неделю были лишены доступа к системе Росреестра,economy
За строительство новой канатной дороги в Москве поборются два претендента из пяти,economy
Центробанк может переехать в бизнес-центр «Оружейный»,economy
Санкт-Петербург 1999–2019: что обрел и потерял город за 20 лет,economy
Завершено строительство автомобильного моста из России в Китай через Амур,economy
Федеральный бюджет потратит 10 млрд рублей на новую платную трассу в Санкт-Петербурге,economy
Как открывали платную дорогу Москва – Петербург. Это самый крупный инфраструктурный проект новой России,economy
Путин открыл платную дорогу между Москвой и Петербургом,economy
Путин откроет движение по долгожданной трассе в Санкт-Петербург,economy
Топ-менеджер «дочки» «Росатома»: «Всего производится 444 вида особо опасных отходов»,economy
Новым руководителем оператора мусорной реформы станет Михаил Мень,economy
Правительство выбрало жесткие критерии для инвестиций из ФНБ,economy
Оператор мусорной реформы может лишиться руководителя,economy
Комплексный план могут пополнить проекты на триллион,economy
Глава Якутии подтвердил строительство первого моста через реку Лену,economy
Тариф на коммунальный мусор посчитают по-новому,economy
Москва соединится с Казанью дважды,economy
Медведев разрешил построить новую трассу из Москвы в Казань,economy
К реконструкции БАМа привлекут военных,economy
"Оператор мусорной реформы рассказал, как поможет ей",economy
Московское метро подорожало вдвое,economy
Госзаказчики избежали ужесточения наказания за сговор с поставщиками,economy
"Дубай показал, как будет выглядеть территория World Expo 2020",economy
Изменения в аграрной промышленности. Главные события за 20 лет,economy
Ради выполнения нацпроектов регионы жертвуют конкуренцией,economy
Правительство отказалось от приватизации ряда крупных компаний,economy
Финансирование мусорной реформы из бюджета сократится,economy
Какой эффект может дать инвестирование средств ФНБ,economy
Беглов разрешил построить новую трамвайную сеть в Санкт-Петербурге,economy
Отстающим регионам поищут больше денег в нацпроектах и добавят 100 млрд рублей,economy
Регионам разрешат списывать долги в обмен на инвестпроекты,economy
Бизнес и чиновники не могут договориться о выбросах парниковых газов,economy
Законопроект о защите инвестиций до конца октября окажется в Госдуме,economy
РЖД назвала сроки строительства ВСМ из Москвы в Нижний Новгород и Петербург,economy
В России может появиться IT-система прогнозирования чрезвычайных ситуаций,economy
Оператор «Платона» и «Ростелеком» поборются за концессию стоимостью более 100 млрд рублей,economy
Трасса из Москвы в Казань может быть полностью завершена только в 2027 году,economy
"Анатолий Чубайс: «Я был бы отличным преподавателем в Гарварде, но я с вами»",economy
ЦКАД будет достраиваться уже при следующем президенте,economy
Бизнес предлагает решить проблему осадка сточных вод с помощью нацпроекта «Экология»,economy
Что Приморье собирается делать с островом Русский,economy
Греф выступил против нацпроектов,economy
"Решение о выдаче 2,6 трлн рублей арктических льгот примет Путин",economy
Государство разбирается с дорожным кризисом на юге России,economy
Проплаченные статьи и псевдоконференции: как вузы пытаются повысить свои рейтинги,economy
Путин: на Дальнем Востоке начнут выдавать ипотеку под 2%,economy
"Дальнему Востоку до 2025 года нужно 11,5 трлн рублей инвестиций",economy
Как Приморью заработать на транзите,economy
Константин Шестаков: В дни ВЭФа его гости оставляют в экономике Владивостока 300 млн рублей,economy
Бизнес может получить налоговые льготы за строительство на Дальнем Востоке,economy
Интервью министра промышленности и торговли Дениса Мантурова «Ведомостям». Главное,economy
"Денис Мантуров: «Кто больше вложит, тот получит больше преференций»",economy
Правительство отменит Красноярский экономический форум,economy
Минобороны может самостоятельно достроить космодром «Восточный»,economy
Вице-премьер Юрий Борисов: «Ситуация на космодроме «Восточный» нас не устраивает»​,economy
Власти планируют строить новую трассу из Краснодара к Крымскому мосту,economy
Индонезия собирается построить новую столицу за $33 млрд,economy
Минприроды заметило рост частных инвестиций в переработку мусора,economy
Мост через Волгу с обходом Тольятти обойдется в 120 млрд рублей,economy
Путин поручил проработать сразу две трассы в Китай,economy
«Росатом» намерен строить ледоколы «Лидер» по концессии,economy
Счетная палата сообщила об исполнении национальных проектов на треть за полгода,economy
Орешкин предложил сэкономить на трассе из Москвы в Казань,economy
«Автодор» намерен запустить новую схему привлечения инвестиций в строительство дорог,economy
Дорога к горнолыжным курортам в Красной Поляне может стать платной,economy
Интервью министра природных ресурсов и экологии Дмитрия Кобылкина «Ведомостям». Главное,economy
"Министр природных ресурсов и экологии: «Если за лесом не ухаживать, упавшее дерево рано или поздно превратится в порох»",economy
Шувалов предложил благоустроить 100 крупнейших городов за счет ФНБ,economy
Власти обсуждают очередной мегапроект,economy
Россия может потратить 330 млрд рублей на ремонт нескольких тысяч мостов,economy
Племянник директора ФСБ стал владельцем скандально известной свалки «Ядрово»,economy
Новым собственником полигона «Ядрово» стал резидент «Сколково»,economy
В Якутии построят культурный кластер дороже «Зарядья»,economy
Путин поручил учесть мнение населения о вывозе мусора Москвы в Шиес,economy
Бизнес сможет переезжать в Россию из любой страны,economy
Счетной палате не нравится идея поддержать экспортеров деньгами из ФНБ,economy
Минэкономразвития готово поддержать закредитованное население,economy
Больше половины российских семей не могут купить квартиру,economy
Инфраструктурные проекты часто сталкиваются с общественным недовольством,economy
Правительство закрепило за госкомпаниями шефство над высокими технологиями,economy
Белоруссия меняет Россию на Китай,economy
Проект о защите инвестиций застрял в правительстве,economy
Медведев одобрил новую дорогу для грузов из Европы в Китай,economy
СКР раскрыл подробности дела против бывшего руководителя «Автодора»,economy
Против бывшего руководителя «Автодора» возбудили уголовное дело из-за ЦКАД,economy
Началась борьба за триллионы ФНБ,economy
«Ростелеком» планирует создать новую аэронавигационную сеть за 100 млрд рублей,economy
Кто заработал на благоустройстве российских городов,economy
Сергиев Посад может превратиться в православный Ватикан за 140 млрд рублей,economy
Путин попросил смягчить выдачу авансов дорожным строителям,economy
Правительство может завести ВСМ Москва – Санкт-Петербург в Великий Новгород,economy
ФАС добивается контроля над инвестпрограммами естественных монополий,economy
Компания Игоря Чайки по обращению с отходами может получить поддержку от властей,economy
Правительство готово отменить репатриацию рублевой выручки за экспорт,economy
«Мостотрест» заработает 900 млн рублей на обслуживании Крымского моста,economy
ЦБ предлагает придержать средства ФНБ,economy
ФАС раскритиковала состояние конкуренции на рынке медизделий,economy
Как Шувалов за год изменил ВЭБ,economy
ВЭБ создаст инфраструктурного гиганта с Аркадием Ротенбергом,economy
"Калви не приехал, но все о нем говорили. Итоги второго дня ПМЭФ",economy
Итоги. Второй день ПМЭФ-2019. Онлайн,economy
Петербург ищет деньги на инфраструктурные проекты,economy
Михаил Дубин: «С введением маркировки предпосылок для роста цен нет»,economy
Эмоции участников ПМЭФ-2019,economy
Власти не списывают со счетов высокоскоростную магистраль до Казани,economy
"Экологический оператор объяснил, чем поможет мусорной реформе",economy
Первый день ПМЭФ-2019. Онлайн,economy
Крупные банки ОАЭ ограничили расчеты с РФ и стали закрывать счета клиентов,economy
Почему экономика Японии показала спад два квартала подряд,economy
В МВФ предложили Китаю повысить НДФЛ и ввести налог на имущество,economy
В Китае зафиксирована рекордная почти за 15 лет дефляция,economy
Парламент отверг пакет реформ президента Аргентины,economy
Главный для российских импортеров банк Китая остановил все расчеты с РФ,economy
Инфляция в Турции вновь начала разгоняться,economy
Почему Эрдоган избавился от главы центробанка,economy
Почему Федрезерв уже в четвертый раз не стал менять ставку,economy
Турецкие банки начали закрывать счета российским компаниям,economy
Почему в западных медиа стало много негатива по экономике Китая,economy
ЦБ Турции поднял ставку восьмой раз подряд,economy
Эксперты ООН спрогнозировали рост бедности в секторе Газа до 96%,economy
В КНР опубликован план развития экономики для старшего поколения,economy
Почему дефицит бюджета Турции вырос на 900%,economy
Эксперты назвали угрозы экономическому росту в 2024 году,economy
В ОЭСР оценили влияние глобального налога на бегство капиталов в $350 млрд,economy
Выплаты процентов по госдолгу раздувают бюджет США,economy
Война за Тайвань может стоить миру $10 трлн,economy
БРИКС после расширения готова стать самодостаточным рынком зерна,economy
Как Россия и Китай будут диверсифицировать сотрудничество,economy
"Эксперты разделили партнеров России на сочувствующих, колеблющихся и осторожных",economy
В Минэке положительно оценили итоги климатического саммита для страны,economy
Какой на самом деле может быть экономическая политика Хавьера Милея,economy
ВВП еврозоны прекратил рост,economy
ВЭБ и РФПИ сообщили о масштабных инвестициях на Ближнем Востоке,economy
В ЕЦБ назвали три главных риска для европейских банков,economy
Британские власти собираются отменить налог на наследство,economy
"Morgan Stanley представил базовый, «медвежий» и «бычий» сценарии для экономики ЕС",economy
Зачем минфин США накачивает деньгами корпорацию по страхованию вкладов,economy
В МВФ оценили связь между коррупцией и последствиями природных бедствий,economy
"МВФ повысил прогноз ВВП КНР до 5,4%",economy
Андрей Белоусов назвал пять трендов мировой экономики,economy
Аналитики ждут сокращения ВВП Израиля до 8% в IV квартале,economy
Дефицит бюджета США перестает быть управляемым,economy
В Европе упал ВВП и замедлилась инфляция,economy
"О чем главы правительств России, Китая и Ирана договорились на совете ШОС",economy
ЕЦБ сохранил ставку после 10 повышений подряд,economy
Британские эксперты оценили траекторию изменений процентных ставок,economy
Как эскалация вокруг Газы скажется на экономиках стран Ближнего Востока,economy
Спад прямых инвестиций в экономику Китая ускорился,economy
Китайская экономика замедлилась в III квартале,economy
Почему Клаудия Голдин получила Нобелевскую премию по экономике,economy
Почему западные аналитики перешли к улучшению прогнозов по ВВП Китая,economy
Налоговая нагрузка в Великобритании вырастет до уровня послевоенных лет,economy
В сенате США согласовали план бюджета с сокращением помощи Украине,economy
Американский эксперт ожидает крупнейших за 100 лет убытков ФРС,economy
ЦБ Турции четвертый раз подряд повысил ключевую ставку,economy
Эксперты допускают дальнейший рост ставки ФРС,economy
В МВФ предложили унифицировать налогообложение цифровой отрасли,economy
Украина обратилась в ВТО с иском к западным соседям,economy
