text,topic
Депутаты разработали механизм поступления осужденных на контрактную службу в Вооруженные силы,politics
SIPRI заметил рост числа развернутых ядерных боеголовок России и США,politics
Сколько раз ВСУ обстреливали Каховскую ГЭС после начала военной спецоперации,politics
Киргизские спецслужбы заявили о раскрытии заговора по захвату власти,politics
Белгородская область несколько дней подвергается ударам,politics
Зачем депутаты предложили допускать судимых к военной службе по контракту,politics
При каких обстоятельствах произошла атака БПЛА на Москву,politics
Правительство поддержало законопроект о повышении призывного возраста,politics
Эксперты оценили идею о создании единого штаба по охране российско-украинской границы,politics
Российские войска завершили самую длительную операцию за время боевых действий на Украине,politics
Минобороны сообщило о полном взятии Артемовска,politics
ФСБ предложила инструкцию по осмотру жилищ и машин без судебного разрешения,politics
Россия отказалась публиковать данные о своих стратегических ядерных силах,politics
75 лет со дня начала первой арабо-израильской войны,politics
ВСУ впервые с марта 2022 года обстреляли Луганск,politics
Правительство не поддержало поправки об освобождении от мобилизации не служивших в армии,politics
Два беспилотника были сбиты в ночь на 3 мая над Сенатским дворцом Кремля,politics
Министры обороны ШОС в Индии нашли поводы для сотрудничества и критики,politics
В российскую армию разрешили брать контрактников сразу после школы,politics
Эксперты оценили новую систему учета военнообязанных,politics
В молодежной среде ищут опасные элементы,politics
Что нужно знать о новой системе цифрового учета военнообязанных,politics
11 апреля Госдума рассмотрит поправки о цифровизации воинского учета,politics
В Госдуму внесены поправки о пожизненном наказании за госизмену,politics
Силовикам расширили полномочия по уничтожению беспилотников,politics
Россия готовится к размещению ядерного оружия в Белоруссии,politics
Вооруженные силы получат 1500 танков в 2023 году,politics
ЕС договорился поставить Украине миллион снарядов,politics
Программу психологической помощи участникам спецоперации планируют расширить,politics
"Россия, Китай и Иран проводят совместные военно-морские учения в Оманском заливе",politics
Атомный подводный флот Австралии будет почти вдвое дороже лунной программы «Аполлон»,politics
На мировом рынке вооружений произошли тектонические сдвиги,politics
Режим секретности в России усиливается и развивается,politics
Даже после повышения призывного возраста можно будет добровольно пойти в армию в 18 лет,politics
Убийство президента Приднестровья должно было дестабилизировать регион,politics
В Госдуме разработали новую антитеррористическую статью,politics
Статья российских военных о возможных планах США о победе в ядерной войне является теоретической разработкой,politics
Путин объявил о создании фонда поддержки ветеранов,politics
"Россия, Китай и ЮАР начинают совместные военно-морские учения",politics
Эксперты объяснили выбор Киргизии вместо Армении как места для учений ОДКБ,politics
Китай перегнал США по количеству пусковых установок для наземных ракет,politics
Неизвестные ударили по иранским военным объектам,politics
Украина может получить не менее 170 западных танков в 2023 году,politics
Украина ужесточила наказания за дезертирство и уклонение от призыва,politics
20 января в германском Рамштайне могут объявить об одном из самых крупных пакетов военной помощи Украине,politics
Работа военной промышленности названа важнейшим фактором победы,politics
В Индии начато производство автоматов Калашникова по контракту на $600 млн,politics
Назначение начальника Генштаба командующим войсками в СВО связано с расширением масштаба их задач,politics
На Украину может быть поставлено в ближайшее время около 100 танков Leopard-2А4,politics
Российская армия сообщила об ответе на новогодний удар Украины по Макеевке,politics
«Рождественское перемирие» на Украине: главное за 6 января,politics
Российские войска прекратят огонь на Украине на Рождество,politics
Минобороны: количество погибших при обстреле Макеевки увеличилось до 89,politics
Оборонные корпорации Запада подорожали за год на 22%,politics
"Минобороны объявило об увеличении численности армии до 1,5 млн человек",politics
"Военные расходы стран НАТО вырастут в 2023 году на 13% и приблизятся к $1,3 трлн",politics
«Госплан 2.0 может быть ограничен задачами гособоронзаказа»,politics
Ответ НАТО: как Россия обещает изменить армию,politics
Путин и Шойгу рассказали о спецоперации и будущем армии России. Главное,politics
МВД разработало проект закона о мониторинге социально-экономического положения силовиков,politics
Украинские войска обстреляли пять из девяти районов Донецка,politics
Пентагон обеспокоен увеличением ядерного арсенала КНР,politics
Получившим гражданство России военным упростят получение жилья,politics
Как украинская ракета могла упасть в Польше: версии экспертов,politics
Минобороны сообщило о завершении вывода войск из Херсона,politics
Власти пересмотрели принципы закупок для нужд вооруженных сил,politics
Министр обороны дал приказ об уходе с правого берега Днепра,politics
Иностранцам разрешат служить в российской армии год,politics
Увеличение срока службы в армии: что об этом известно,politics
Срочников смогут посылать в приграничные с Украиной регионы,politics
Мобилизованным приостановят исполнительные производства по долгам,politics
Шойгу на встрече с Путиным объявил об окончании частичной мобилизации в России,politics
В России завершается частичная мобилизация,politics
Депутаты разрешили мобилизовать отбывших наказание по тяжким статьям,politics
Тренировка ответного ядерного удара прошла успешно,politics
Против бывшего партнера «Роснано» возбудили уголовное дело о хищении из компании $50 млн,politics
Средние доходы военных в 2022 году выросли на 32%,politics
Сергей Шойгу за день провел переговоры с коллегами из четырех стран,politics
Российские регионы перешли на военное положение,politics
Владимир Путин ввел военное положение в четырех новых регионах: что это значит,politics
Комиссия Госдумы в закрытом режиме поддержала принятие бюджета в части обороны и нацбезопасности,politics
Москва и Московская область объявили о завершении мобилизации,politics
Что известно о потерпевшем крушение Су-34,politics
Власти раскритиковали практику «полицейских облав» на призывников,politics
Спрос на спутниковые и тропосферные станции связи вырос с начала спецоперации,politics
Некоторые регионы начали получать новые мобилизационные задания,politics
Сборщики металлолома попросили отсрочку от мобилизации,politics
Россия отправляет войска в Белоруссию,politics
Армия России будет в достаточной мере обеспечена идеологической поддержкой,politics
Россия нанесла удары по инфраструктуре в нескольких регионах Украины,politics
Удары по Украине: военная операция вступает в новую фазу,politics
Сергей Суровикин возглавил армию России в зоне специальной военной операции на Украине,politics
Владимир Путин назвал виновными в теракте на Крымском мосту спецслужбы Украины,politics
Глава оборонного комитета Госдумы прокомментировал теракт на Крымском мосту,politics
В ближайшие три года Федеральная космическая программа вырастет более чем на 70 млрд руб,politics
В «Роскосмосе» объяснили увеличение финансирования проекта «Сфера»,politics
Губернаторы отчитываются о завершении первого этапа мобилизации,politics
Минобороны хочет использовать в качестве миротворцев любых военнослужащих-добровольцев,politics
Депутаты специального назначения,politics
Минобороны назвало освобожденных от мобилизации специалистов,politics
Путин подписал указ о частичной мобилизации: в армию призовут 300 000 человек,politics
"Что известно об атаках в Донбассе, Херсоне и Запорожье",politics
Прекращение огня между Арменией и Азербайджаном не продержалось и суток,politics
Импортозамещение оставляет Индию без оружия,politics
Численность российской армии будет увеличена на 137 000 человек,politics
Украина получила беспрецедентный по размеру пакет военной помощи США,politics
Франция и Германия не могут договориться о проекте совместного истребителя,politics
ФСБ по горячим следам нашла «украинский след» в покушении на Дарью Дугину,politics
У Индонезии нет денег на французские истребители,politics
Командированным в ЛНР и ДНР сотрудникам МВД перестанут платить тройной оклад,politics
Первый замгендиректора «Роскосмоса» Юрий Урличич покинул пост,politics
Минобороны подписало 29 контрактов на сумму более 500 млрд рублей,politics
"Самолеты, иностранцы, Путин: в Подмосковье открылась «Армия-2022»",politics
Владимир Путин рассказал о направлениях военно-технического сотрудничества России,politics
С начала года Россия заключила контракты по экспорту вооружений на 1 трлн рублей,politics
Взрывы в Крыму объяснили детонацией боеприпасов,politics
Генпрокуратура проверяет ПФР из-за массовых отказов в выплатах на детей от 8 до 17 лет,politics
В новой морской доктрине России допустили строительство авианесущих кораблей,politics
В России отметили День Военно-морского флота. В параде принял участие Владимир Путин,politics
"Украина получит 100 современных немецких гаубиц, но через несколько лет",politics
Конституционный суд подтвердил запрет на перевозку продукции военного назначения через границу,politics
Новый гендиректор «Роскосмоса» сосредоточится на полезной нагрузке,politics
Без участия России эксплуатация МКС после 2024 года станет невозможной,politics
За отстранением директора СБУ и генпрокурора Украины стоят политические мотивы,politics
Действия спецслужб хотят вывести из числа госуслуг,politics
Ирану приписывают поставку беспилотников России,politics
В Москве заочно арестован бывший директор ИНИОН РАН,politics
Генпрокуратура разработала порядок признания прокуроров ветеранами боевых действий на Кавказе,politics
Взятие Лисичанска означает полное освобождение Луганской республики,politics
Законопроект о спецмерах правительства могут рассмотреть в июле,politics
Бессменный ректор РАНХиГС Владимир Мау задержан по подозрению в мошенничестве,politics
"В США врача признали виновным в распространении допинга и приговорили к тюремному заключению. Об этом сообщила прокуратура Южного округа Нью‑Йорка. Терапевт Эрик Лира признал, что приобрел и раздал запрещенные вещества",sport
"Спортсмен Академии единоборств РМК Халим Назрулоев встретился с президентом России Владимиром Путиным и его коллегами Александром Лукашенко, Касым-Жомартом Токаевым, Садыром Жапаровым, Милорадом Додиком, Шавкатрм Мирзиёевым и Эмомали Рахмоном.",sport
"Жители Свердловской области стали наиболее активными болельщиками на соревнованиях II Всероссийской спартакиады по зимним видам спорта, которая прошла в Челябинской и Тюменской областях. Как подсчитали аналитики Мегафона,",sport
"Президент России Владимир Путин на церемонии открытии Игр будущего в Казани в среду, 21 февраля, заявил, что Игры являются свободой от политической конъюнктуры и двойных стандартов, – сообщают СМИ со ссылкой на трансляцию пресс-службы Кремля.",sport
"В парке Уралмаш состоялся турнир по футболу в валенках для студентов и школьников, приуроченный к Дню защитника Отечества и организованный депутатом Екатеринбургской городской думы Алексеем Вихаревым. Победители получили денежные призы.",sport
Боксер RCC Boxing Promotions Шарабутдин Атаев одержал победу в борьбе за титул чемпиона мира среди профессионалов по версии IBA в весовой категории до 86 кг. В Душанбе он вышел на ринг против бронзового призера Олимпийских,sport
Боец клуба Архангел Михаил Мамука Усубян дебютировал в одной из лучших лиг мира One Championship. Бой прошел в карде турнира One Lumpinee 52 по правилам тайского бокса. Соперником Мамуки стал чемпион одной из самых престижных,sport
"В Крыму едва не погиб любитель экстрима. Как передает корреспондент РИА Новый День, мужчина приехал из Сочи, чтобы снять эффектное видео – полет на велосипеде с Белой скалы. Разогнавшись по горе, велосипедист взлетел и дернул кольцо парашюта.",sport
"На Ямале появится несколько новых мер поддержки для семей с детьми. Об этом сообщил губернатор ЯНАО Дмитрий Артюхов в своём телеграм-канале. Они коснутся образования, здравоохранения, досуга малышей. Новшества приурочены к Году детства.",sport
"Ещё один судебный процесс в Салехарде завершился в пользу заслуженного тренера РФ, шахматиста Юрия Горячкина. Он смог отсудить у Полярной шахматной школы Анатолия Карпова ещё 3 млн 350 тыс. рублей и восстановиться на работе.",sport
"Почетный президент Российского футбольного союза РФС Вячеслав Колосков предложил продавать на стадионах водку и пиво, поскольку это никого не развратит, а принесет хорошие деньги клубам, – сообщает во вторник, 13 февраля, издание Sport24.",sport
"Совет Международной федерации хоккея на льду IIHF в понедельник, 12 февраля, отказал в допуске к соревнованиям под эгидой федерации в сезоне-2024/25 сборным России и Белоруссии, – сообщают СМИ. В информации, распространенной",sport
"В Академическом на Лыжню России в этом году вышли сотни человек. Участие в массовой гонке стало уже традицией для жителей района. Лыжню в этом году проложили в новом месте – за рекой Патрушихой, вдоль нового квартала Олимпика.",sport
"В Индонезии в футболиста попала молния во время матча. Спортсмен скончался в больнице. Как сообщают местные СМИ, трагический инцидент произошел в городе Бандун. Товарищеский матч проходил на стадионе Силиванги.",sport
"Полпред президента на Урале Владимир Якушев встретился с участниками Игр будущего, которые представят Урал на соревнованиях в Казани. Они пройдут с 21 февраля до 3 марта. На встрече присутствовали две команды – Gamers of future и RCC.",sport
"Министерство молодежи и спорта Украины в четверг, 8 февраля, заявило, что с февраля 2022 года по сегодняшний день из-за границы не вернулись 317 спортсменов, тренеров и членов команды спортивного персонала, – сообщает агентство Интерфакс-Украина.",sport
"В Севастополе цена крытого катка, который никак не могут достроить, выросла в 2 раза. Как передает корреспондент РИА Новый День, контракт на строительство спорткомплекса с искусственным льдом в районе улицы Генерала Мельника был",sport
"С 9 по 18 февраля в Нижнем Тагиле пройдут соревнования II Всероссийской спартакиады по трем зимним видам спорта: лыжному двоеборью, прыжках на лыжах с трамплина и ски-альпинизму. Министр физической культуры и спорта Свердловской",sport
Ежегодное спортивное мероприятие Лыжня России пройдет на 10 площадках уральской столицы. В нем планируется участие около 11 тысяч человек. Об этом рассказал на брифинге замначальника управления по физической культуре и спорту,sport
Боксер RCC Boxing Promotions Шарабутдин Атаев проведет бой за титул чемпиона мира среди профессионалов по версии Международной ассоциации бокса IBA в весовой категории до 86 кг. Поединок состоится 16 февраля в Душанбе и станет главным событием турнира.,sport
"Американский миллиардер и сооснователь PayPal Питер Тиль заявил о готовности спонсировать Олимпиаду на стероидах Enhanced Games, в которой смогут открыто выступать спортсмены, принимающие допинг, – сообщает в пятницу, 2 февраля, The New York Post.",sport
"Сотруднику спортшколы в Муравленко выплатят 1 млн рублей за травму на работе. Мужчина упал с 6-метровой высоты, когда монтировал праздничный баннер. Он повредил голову, перенёс несколько операций и до сих пор находится на реабилитации.",sport
Олимпийский комитет России будет обжаловать в Спортивном арбитражном суде CAS решение Международного союза конькобежцев ISU о перераспределении итоговых мест командного турнира фигуристов на Олипиаде 2022 года в Пекине. Об этом говорится в заявлении ОКР.,sport
"Сборной российских фигуристов присудили третье место вместо первого в командном турнире на Олимпиаде 2022 года в Пекине. Такое решение сегодня, 30 января, принял Международный союз конькобежцев ISU после вычета результатов",sport
"Режиссер Никита Михалков приедет в Екатеринбург в феврале. Он станет гостем турнира RCC Boxing Promotions, который пройдет 10 февраля в КРК Уралец. Режиссер – давний поклонник этого вида спорта, и его часто можно встретить на боксерских турнирах.",sport
"Спортивный арбитражный суд CAS дисквалифицировал на четыре года российскую фигуристку Камилу Валиеву за нарушение антидопинговых правил. Согласно решению CAS, спортсменка должна лишиться всех наград, начиная с 25 декабря 2021",sport
"Баскетбольная команда УГМК завершила победой серию финальных игр Кубка России. На арене ДИВСа лисицы взяли верх над курским Динамо. Игра выдалась очень динамичной. Первая четверть завершилась вничью, вторая оказалась для",sport
Екатеринбургский Автомобилист одержал победу над нижегородским Торпедо на домашнем льду. Встреча завершилась со счетом 2:1 в пользу хозяев в серии буллитов. С самого начала матча Автомобилист навязал сопернику жесткую,sport
"Екатеринбургский Автомобилист проиграл домашний матч Ак Барсу со счетом 1:4. В первом периоде команды играли на равных. В составе казанцев шайбу забросил Семен Кошелев, Автомобилист ответил голом Брукса Мейсека в большинстве.",sport
"Губернатор Свердловской области Евгений Куйвашев заявил о необходимости дооснащения спортивных комплексов, которые планируется задействовать для проведения Всемирных игр дружбы. Это Дворец водных видов спорта, Дворец дзюдо,",sport
"Воспитанники и тренеры отделения скалолазания ялтинской спортшколы занимаются в зале с потолками высотой как в малогабаритной квартире. В итоге дети не могут принимать участие в серьезных соревнованиях, так как боятся высоты.",sport
"Олимпийский чемпион по боксу, действующий чемпион мира WBA Евгений Тищенко вошел в тренерский штаб звездной уральской команды Gamers of Future – она примет участие в Играх будущего 2024 в дисциплине фиджитал-единоборств.",sport
Тайские власти намерены добиваться олимпийского статуса для национального вида единоборств муай-тай. Об этом сообщает Bangkok Post. Таиланд собирается предпринять шаги для популяризации тайского бокса.,sport
С 9 по 18 февраля пройдут соревнования II Всероссийской спартакиады по зимним видам спорта между пятью субъектами России. Свердловская область станет первой российской площадкой для новой олимпийской дисциплины – ски-альпинизма.,sport
"В Крыму собираются свой аналог Олимпийских игр в концепции фиджитал. Об этом заявил президент федерации фиджитал-спорта РК Сергей Зырянов. Напомним, фиджитал-спорт или функционально-цифровой спорт сочетает в рамках одной",sport
"Автомобилист проиграл Северстали в домашнем матче в Екатеринбурге. Гости забили уральцам три безответных шайбы. В первом периоде игра шла на равных, и Автомобилист имел отличный голевой шанс: Максим Денежкин выкатился один",sport
"Боксер Академии единоборств РМК Шавкат Рахимов попал в рейтинг авторитетного британского журнала The Ring. Шавкат занимает восьмую позицию в списке второго полулёгкого веса до 58,96 кг. Напомним, в 2022 году Шавкат стал первым",sport
Всемирная ассоциация бокса WBA санкционировала отборочный поединок между российским боксером Евгением Романовым и китайским спортсменом Чжаном Чжаосинем. Претендента на титул чемпиона мира определят в Екатеринбурге.,sport
"Администрация Шурышкарского района заплатит за травму ребёнка на детской площадке. После проверки прокуратуры выяснилось, что площадка находится в плохом состоянии. Сумма компенсации – 20 тыс. рублей. В сентябре 2023 года мальчик",sport
"Членство Федерации компьютерного спорта РоссииRESF в связи с открытием подразделений в Луганске и Донецке после жалобы Украины в четверг, 18 января, было приостановлено в Международной федерации киберспорта IESF, – сообщают СМИ.",sport
Автомобилист одержал очередную домашнюю победу. В сегодняшнем матче в Екатеринбурге был повержен Адмирал. Встреча завершилась со счетом 4:2 в пользу хозяев. В первом периоде Автомобилисту не слишком везло.,sport
"Лионель Месси признан лучшим футболистом мира по итогам 2023 года по версии ФИФА. Отметим, что нападающий американского клуба Интер Майами и сборной Аргентины по футболу на церемонии награждения, прошедшей в Лондоне, отсутствовал, – сообщают СМИ.",sport
"Автомобилист одержал волевую победу над московским ЦСКА – действующим обладателем Кубка Гагарина. Встреча проходила в Екатеринбурге при полных трибунах КРК Уралец. Уступая по ходу встречи, уральская команда перевернула игру всего за три минуты.",sport
"Депутат Европарламента от Ирландии Мик Уоллес в понедельник, 15 января, задался вопросом, почему Израиль не исключают их международных матчей по футболу после убийства десяти тысяч палестинских детей, – сообщают СМИ.",sport
Спортивный долгострой Салехарда – Ямал Арена – готов только на половину. Там пришлось заменить оборудование из-за санкций. Ход строительства проверили два заместителя губернатора Дмитрия Артюхова – Александр Емельянов и Андрей Гаранин.,sport
Сегодня в Асбесте на площадке спортивного комплекса Хризотил пострадал 17-летний игрок в хоккейном матче между командой Тюменский легион из Тюмени и местной командой Хризотил из Асбеста. По информации прокуратуры по,sport
"Ледовый стадион Юность завершает сезон массовых катаний и будет доступен только для тренировок конькобежцев. До конца этой недели екатеринбуржцы еще смогут посетить каток, а уже с 15 января начнутся строительные работы второй очереди Дацюк Арены.",sport
"Российские фехтовальщики Сергей Бида, Виолетта Бида и Константин Лоханов собираются выступить на летних Олимпийских играх-2024 за сборную США. Об этом сообщает USA Today. Спортсмены получили поддержку от Олимпийского и",sport
"Совет Международной федерации хоккея IIHF в четверг, 11 января, заявил, что мужскую сборную Израиля отстраняется от Чемпионата мира из-за опасений по поводу безопасности всех участников, – сообщают СМИ.",sport
"Игроки и сотрудники сборной Гамбии по футболу потеряли сознание во время перелета. Самолет пришлось развернуть. Об этом сообщает портал First Mag. Футболисты отправились в Кот-д&aposИвуар для участия в Кубке африканских наций, где",sport
"В Екатеринбурге в ближайшую субботу, 13 января, состоятся состязания для велосипедистов – зимний кубок Астон. Участники преодолеют круговой маршрут протяженностью 1,5 километра в самом центре города.",sport
"В Екатеринбурге прошли XXXIII Всероссийские соревнования Рождественские старты, в которых приняли участие 130 лучших атлетов из 40 регионов нашей страны. Соревнования прошли в спортивном клубе Луч.",sport
"Автомобилист в первом матче 2024 года обыграл челябинский Трактор на домашнем льду. Екатеринбургская команда уступала по ходу встречи в две шайбы, но сумела перевернуть игру и одержала яркую победу со счетом 4:3. Начало матча получилось захватывающим.",sport
"У берегов Севастополя, в районе 35-й Береговой батареи, обнаружили неизвестное затонувшее судно. Его остов обнажился после шторма века, обрушившегося на Крым в конце ноября. Как передает корреспондент РИА Новый День,",sport
"Игроки киевского футбольного клуба Оболонь, выступающего в украинской Премьер-лиге, получили групповую повестку от Территориального центра комплектования ТЦК, военкомат, – прим-ред., – сообщил в пятницу, 22 декабря, ведущий",sport
"ХК Автомобилист провел заключительный домашний матч в 2023 году, и на игре – уже десятый раз в сезоне – был аншлаг. Хоккеисты порадовали своих болельщиков победой над сильным соперником. На льду в Екатеринбурге был повержен",sport
"Спикер Совета Федерации Валентина Матвиенко дала жесткую оценку ситуации в мировом спорте. По ее словам, происходящее стыдно и похоже на идиотизм. Мы видим, до какой степени дошла политизация и русофобия в спорте. Запад запустил всюду свои щупальца.",sport
"Известный уральский спортсмен, капитан команды Архангел Михаил Иван Штырков станет тренером команды по фиджитал-единоборствам на турнире Игры Будущего, который пройдет в 2024 году в Казани. Иван будет готовить одну из восьми",sport
"Исполком Российского футбольного союза РФС на заключительном заседании в 2023 году единогласно высказался о бессмысленности перехода в Азиатскую конфедерацию без гарантий от Международной федерации футбола ФИФА, пишет Спорт-Экспресс.",sport
"Команду Virtus pro сняли с турнира по игре Rainbow Six Siege из-за российских спортсменов в составе. Об этом сообщило руководство команды. По информации, которую мы получили от администрации, решение было принято из-за",sport
"Екатеринбургский Автомобилист и челябинский Трактор провели четвертое в этом сезоне уральское дерби. Матчи между хоккейными клубами носят неофициальное название Царь горы, более того тренеры команд – двоюродные братья Николай и Алексей Заварухины.",sport
"На соревнованиях по боксу, где погиб 14-летний мальчик, не было дежурной бригады скорой помощи, как того требуют все правила. Как передает Новый День, соревнования проходили в первоуральском Центре развития детей и молодежи.",sport
"После смерти 14-летнего участника открытого первенства по боксу города Первоуральска возбуждено уголовное дело. Для того чтобы наиболее тщательно установить все обстоятельства случившейся трагедии, следственным отделом по городу ",sport
"Сборная РФ выиграла турнир по шахматам Шанхайской организации сотрудничества, проходивший в Китае. Об этом сообщает Федерация шахмат России ФШР. Россияне набрали 17 баллов, опередив сборную КНР. Третье место досталось команде Монголии.",sport
"Экс-чемпион UFC Петр Ян из команды Архангел Михаил проведет свой следующий поединок 10 марта в Майями на турнире UFC 299. Его соперником станет Сонг Ядонг из Китая, заявил президент организации Дана Уайт. Напомним, в UFC Петр провел четыре титульных боя.",sport
В Москве на ежегодной премии Союза ММА России сегодня подвели итоги года. Екатеринбуржец Петр Грыдин из Академии единоборств РМК был признан Спортсменом 2023 года. На это звание претендовали еще 20 человек из мужской и молодежной сборных.,sport
"Олимпийский комитет России ОКР отказался выделять финансовую помощь россиянам, пожелавшим участвовать в Олимпийских Играх в нейтральном статусе. Остальные спортсмены получат выплаты, заявил глава ОКР Станислав Поздняков.",sport
"В Крыму не смогли привести в порядок разваливающийся сельский клуб без вмешательства президента России. Как передает корреспондент РИА Новый День, сегодня в рамках прямой линии Итоги года с Владимиром Путиным прозвучал вопрос ",sport
"Новые условия МОК могут быть направлены на то, чтобы отсечь спортивных лидеров, претендующих на высокие награды, считает президент РФ Владимир Путин. Он призвал внимательно проанализировать требования для допуска россиян к Олимпиаде в Париже.",sport
В парке Маяковского снова открылись для посетителей 17-метровая горка и лыжная база. Они были временно закрыты в период морозов. В ближайшие выходные дирекция парка планирует открыть каток Северное сияние.,sport
"Федерация футбола Украины в среду, 13 декабря, была оштрафована Союзом европейских футбольных ассоциаций УЕФА за расистское поведение болельщиков во время матча с Италией, который состоялся 20 ноября в Германии, – сообщают СМИ.",sport
"Стало известно, от чего зависит возвращение Медведева в тройку лучших теннисистов",sport
Капризов установил рекорд Миннесоты,sport
Дубль Капризова помог Миннесоте одолеть Сиэтл,sport
Ассоциация игроков НХЛ поздравила Овечкина с невероятным достижением,sport
"Игрок Зенита признался, что не был счастлив в команде в последнее время",sport
"Мать российской фигуристки рассказала, что ее поразило в Тутберидзе ",sport
"Глава Федерации спортивной борьбы рассказал, как относится к браку дочери с хоккеистом КХЛ",sport
Овечкин прервал свою результативную серию в НХЛ,sport
"Испанский тренер рассказал, на что претендовала бы сборная России на Евро-2024",sport
Овечкин не отметился результативными действиями в историческом матче в НХЛ,sport
"Полуфиналист Ролан Гаррос о сопернице Калинской: ракетка больше, чем ее тело, обалдеть ",sport
Глава НОК Белоруссии Лукашенко оценил идею проведения матча с Россией ,sport
Им надо что-то менять: Семин о выступлении Зенита в РПЛ,sport
"Глушаков признался, что может продолжить карьеру в клубе из-за рубежа",sport
Милан – Аталанта. Онлайн-трансляция начнется в 22:45,sport
Лечче – Интер. Онлайн-трансляция начнется в 20:00,sport
"Эберль близок к назначению спортдиректором Баварии: Чем более компетентным и качественным будет руководство клуба, тем лучше",sport
"Чистяков назвал Осипенко лучшим центральным защитником РПЛ: Нереально вырос в Ростове. Алип — топ-2, есть все качества, чтобы уехать в Европу",sport
"Чемпионат Испании. Атлетик в гостях у Бетиса, Реал против Севильи ",sport
Смотрите матч за третье место БЕТСИТИ Кубка России по мини-футболу Ухта – КПРФ на Sports.ru,sport
Палмейрас вышел в плей-офф Лиги Паулиста после победы над Мирассолом Моцарта. Sports.ru показывал матч в прямом эфире,sport
"Масалитин о селекции ЦСКА: С таким подходом сложно биться за чемпионство. Смущает, что начали отдавать россиян по арендам",sport
Боруссия Дортмунд – Хоффенхайм. Онлайн-трансляция начнется в 19:30,sport
ПСЖ – Ренн. Онлайн-трансляция начнется в 19:05,sport
"Владелец Милана об интересе саудовцев: Мы открыты к сотрудничеству с потенциальными спонсорами, миноритарными акционерами и партнерами",sport
"Проигрыш МЮ, Гусев побил рекорд Мозякина, победа Барсы 4:0, 98 очков Кучерова, Хачанов выиграл турнир в Дохе, поражение Калинской и другие новости",sport
Челси и Ливерпуль разыграют Кубок английской лиги. Ставь с бонусом до 30 000 рублей за регистрацию,sport
Кубок лиги – шанс Челси спасти провальный сезон. Ставьте на финал с Ливерпулем с фрибетом до 15 000 рублей,sport
"Чемпионат Италии. Ювентус примет Фрозиноне, Интер в гостях у Лечче, Милан против Аталанты ",sport
Товарищеский матч. Крылья Советов сыграют с Химками,sport
Кубок английской лиги. Финал. Ливерпуль против Челси. Онлайн-трансляция начнется в 18:00,sport
Ювентус – Фрозиноне. Онлайн-трансляция начнется в 14:30,sport
"Черчесову под горячую руку лучше не попадаться. Бутылками он не кидался, но помню его выражение лица в такие моменты. Данилкин о тренере",sport
Кейн повторил личный рекорд по голам 17 в домашних играх за сезон в лиге,sport
TinkoffRosaFest 2018 TheGame: Игра в горах по другим правилам,sport
Rosafest 2018. The game. Крупнейший зимний фестиваль теперь в новом формате большой игры!,sport
Морской адреналин или куда податься сноубордисту и лыжнику летом?,sport
Видео с соревнований Rosa Khutor Freeride Contest 2017,sport
Режим питания для спортсмена: возможности современных методик,sport
Велосипед круизер -  краткий обзор  ключевых особенностей,sport
Основные преимущества прогулочных велосипедов,sport
Какой женский велосипед самый лучший?,sport
Городской велосипед – можно ли эксплуатировать его в зимнее время?,sport
Школа пилотов Phantom. Стань профессионалом аэросъёмки!,sport
Как правильно снять квартиру для зимнего отпуска?,sport
Новогодние призы от RosaFest,sport
Горный воздух X RocketGo – старт сезона,sport
Не будь овощем! Пройди 5 этапов перезагрузки на #ROSAFEST2017!,sport
Киностудия Action Brothers снимет фильм День фрирайдера,sport
Открытые соревнования по фрирайду Mamay First Snow 2016,sport
ГЛК Гора Белая,sport
Фрирайд видео от RED FOX,sport
ROSAFEST2017 - Главное событие зимы!,sport
Калинская обратилась к Рублеву после поражения в финале турнира в Дубае,sport
Тарпищев назвал причины поражения Калинской в финале турнира в Дубае,sport
Томпсон обыграл Рууда и стал победителем турнира в Лос-Кабосе,sport
Норри уступил 113-й ракетке мира в полуфинале турнира в Рио-де-Жанейро,sport
Аргентинец Баэс вышел в финал турнира в Рио-де-Жанейро,sport
Чесноков — о поражении Калинской в финале: Анне нужно было выигрывать в двух сетах,sport
Хачанов — Меншик: видеообзор финала турнира в Дохе,sport
"Хачанов: Каждый трофей — особенный, но победа в Дохе — одна из самых приятных",sport
20-летняя Тимофеева не смогла выйти в финал квалификации турнира в Сан-Диего,sport
"Селиваненко считает, что Калинской не хватило опыта в финале против Паолини",sport
Хачанов вернется в топ-15 рейтинга ATP,sport
Калинская проиграла Паолини в финале турнира в Дубае,sport
Хачанов стал победителем турнира в Катаре,sport
"Джокович: Как только молодые ребята станут надирать мне задницу, я подумаю, стоит ли мне продолжать играть",sport
"Селиваненко рассказал, что думает об игре Калинской в турнире в Дубае",sport
Калинская проводит лучший турнир в жизни. После побед над Гауфф и Свентек она не имеет права уступить Паолини,sport
Томпсон обыграл Зверева и встретится с Руудом в финале турнира в Мексике,sport
Тарпищев — о выходе Калинской в финал турнира в Дубае: Так она должна была играть уже лет в 20!,sport
Рууд обыграл Циципаса и вышел в финал турнира в Мексике,sport
Свентек о поражении от Калинской в полуфинале турнира в Дубае: Я была обессилена,sport
Черундоло обыграл Лайовича и вышел в полуфинал турнира в Рио-де-Жанейро,sport
Селиваненко — о победе Калинской: Еще одно подтверждение ее потенциала,sport
Монфис уступил 116-й ракетке мира в полуфинале турнира в Дохе,sport
